careerjunction_za_courses,careerjunction_za_employer_names,careerjunction_za_future_jobtitles,careerjunction_za_historical_jobtitles,careerjunction_za_primary_jobtitle,careerjunction_za_recent_jobtitles,careerjunction_za_skills,num_skills,num_past_jobs
['Master of computer applications'],"[u'DTC', u'InfoLine LLC', u'PricewaterhouseCoopers (PWC)', u'Standard Bank', u'Tecvibes Info System']",['Microsoft Senior BI Developer'],"['Sharepoint & BI Developer', 'Dynamics AX & BI Developer']",860,"['Senior BI Developer', 'Microsoft Senior BI Developer']","['SQL Server 2012 R2', 'Dynamcis AX 2012 R3', 'SharePoint Server 2013', 'SSAS', 'SSIS', 'SSRS', 'Power BI']",0.02953586497890295,0.08
"['Management Certificate', 'Advanced Professional Coach Diploma', 'Professional Coach Diploma (Personal Performance)', 'Neuro Linguistic Programming Diploma', 'Post-Graduate Certificate In Education', 'Higher Certificate In Bookkeeping', 'Entry Level Professional Programmer Course', 'Bachelor Of Arts', 'Basic Computer Skills Certificate']","[u'All Fired up Ceramics Cafe (Uk)', u'Classroom Call Education Services & UK Teachi', u'Deloitte & Touche', u'Golden Generations Montessori Private School', u'Private Client (Uk)', u'Private Practice', u'Private Practice (Uk)', u'R.E. Austin (Through Pyramid Recruitment) (UK', u'Spicerhaart (Uk)', u'The Colchester Institute (Uk)']",[],"['Duty Manager', 'Supply Teacher', 'Pre-Employment Screening Administrator', 'Artist Assistant and Private Tutor', 'Student Teacher and After-Care Supervisor', 'Private Tutor', 'Software Developer Quality Controller']",184,"['Lecturer', 'Professional Performance Coach']","['Communication -Written And Verbal', 'Flexibiliy And Learning', 'Supervisory Skills', 'Performance Development', 'Training And Development', 'Documentation Creating And Editing', 'Customer Relations And Service', 'Coaching', 'Target Achievement', 'People Management', 'Operations And Process Management', 'Computer Literacy', 'Quality Control And Testing', 'Meeting Facilitation', 'Change Management', 'Supply Chain Management', 'Recruiting', 'Process Enhancement And Improvement', 'Analysing And Interpreting Data', 'Human Resources', 'Executive Management', 'Retail']",0.09282700421940927,0.28
"['B.Com', 'Diploma In Business Analysis', 'Bsc(Information Systems)', 'Certificate']","[u'African Bank', u'First National Bank Home Loans', u'Nedbank', u'Psybergate']","['Business Analyst', 'Analyst', 'MIS/Data Analyst', 'Analyst']","['Data Mis Analyst', 'Cash Administrator', 'Java Developer Intern']",218,"['Buisness Analyst', 'Mis Analyst']","['Microsoft Excel', 'Microsoft Word', 'Excel Vba', 'Powerpoint', 'Visio', 'Sql Server 2000', 'Microsoft Visual Studio Reporting Services', 'Sql Server 2008', 'Quality Centre', 'Java', 'C#', 'Sas Base 9.1']",0.050632911392405056,0.12
"['Diploma In Advanced Computing, Cdac', 'Degree In Computer Science And Engineering', '12th Standard']","[u'Barclays Bank', u'Cell C', u'Datum Communication', u'Fundtech Corp', u'GE Capital International Services(It)', u'Gijimaast', u'Goldenrule Technologies', u'Hitachi , Japan (Offshore Dev. Ltitl)', u'Lefatshe Technologies', u'Telkom']","['Solution SOA Architect', 'Solutions Specialist']","['SR J2EE Developer', 'J2EE and Weblogic Specialist', 'Java Developer', 'Tech Lead', 'SR. Software Engg Team Leader', 'Software Engineer', 'Programmer']",597,"['J2EE Developer Solution Architect', 'J2EE Developer Integration Specialist']","['J2ee', 'OSB', 'Open Source tools', 'OER', 'OEM', 'Jdeveloper', 'SOA', 'Windows', 'Oracle Weblogic 8.1/9.1/10gr3', 'Aix,Linux,Hp-Ux', 'Ibm Websphere 5.1/6.0/6.1']",0.04641350210970464,0.28
['M.Sc'],[u'Edge Technologies'],"['.NET developer', 'C# .NET', 'asp .NET', 'sql']",[],988,[],"['C#', 'sql', 'Ado .NET', 'Javascript']",0.016877637130801686,0.0
"['Bcom', 'BSC Computer Science', 'Diploma']","[u'Business Connextion', u'Comparex Services UK', u'Phambili', u'Qdata Consulting']","['Senior Project Manager', 'Programme Manager']",['Q Data Consulting Developer Team Leader'],926,"['Project Leader Project Manager', 'Developer']","['Meeting Facilitation', 'Documentation', 'Project Management', 'Reports', 'Project Planning', 'Microsoft Project', 'Design', 'Customer Relations', 'Consulting', 'Budgeting', 'Estimating', 'Prince 2', 'Mentoring', 'Computer Hardware', 'infornation Security', 'Mining']",0.06751054852320675,0.04
['B.Tech. In Computer Science And Engineering'],"[u'Kpit Cummins Info Systems', u'Satyam Computer Services']",[],[],793,['SAP Pi Consultant'],['Sap Pi'],0.004219409282700422,0.0
"['Customer Care And Billing (Cc&B) Certificate', 'Diploma', 'Rpg Iv Certificate', 'Senior Certificate']","[u'Eskom Distribution', u'Group Customer Service -Eskom', u'Mediscor']","['Business Analyst', 'Analyst Job', 'Programming(Trainee) and other', 'Analyst Job', 'Programming(Trainee)']",[],219,"['Business Analyst Trainee', 'RPG Developer Trainee']","['Problem Solving', 'Ms Powepoint 2007', 'Ms Excell 2007', 'Microsft Office 2010', 'Ms Word 2007', 'Programming', 'Ms Visio,Erd,', 'Analytical Skills', 'N+', 'Oracle 10g', 'Advance Vb .Net 2005,Asp .NET', 'Sql 10g', 'A+', 'Vb .Net 2005', 'Business Analysis', 'Rpg Developer(Programming Skills)']",0.06751054852320675,0.0
"['BTECH', 'National Certificate']","[u'Icesa Campus', u'Misava']",['Business Analyst'],[],265,['Lecturer JNR Lecturer'],"['VB .NET MSSQL', 'PHP MYSQL ASP .NET', 'Technical Support', 'VB .NET', 'JSON', 'SQL', 'CSS', 'C#', 'JQUERY']",0.03797468354430379,0.0
"['Web Development', 'Network Administrtor']",[u'Kyacom Communication'],"['PHP Developer', 'Web Develober / Designer', 'IT Technician', 'Web Develober / Designer', 'IT Technician']",[],1151,[],"['Html / Css', 'PHP', 'Javascript', 'Photoshop', 'Graphic / Web Design', 'ASP']",0.025316455696202528,0.0
"['M.C.A (Masters Computer Applications', 'B.C.A (Bachelor Computers Applications', 'S.S.C']",[u'Creative Soft'],[],[],501,['Java Developer'],"['Java', '.Net', 'C + +', 'Database Administration']",0.016877637130801686,0.0
"['Web Development', 'Advanced Certificate In Visual Communication']","[u'Creative Emotions', u'Ixnet', u'World-Stream']",[],[],1151,"['Web Designer', 'Web Designer']","['Flash', 'HTML', 'Java Script']",0.012658227848101264,0.0
"['National Security Diploma', 'Meat Technology Certificate']","[u'Meat Sameg', u'Mulilo']",[],[],660,['Provincial Area Manager'],"['Management', 'Training']",0.008438818565400843,0.0
"['MCSA', 'Information Technology', 'Senior Certificate']","[u'Figtory', u'Thinkroom Consulting']","['SQL Database administrotor', 'C# Developer']",[],276,['Itukise Intern'],"['Microsoft SQL Server 2014', 'C#', 'I currently use MicroSoft Visual Studio', 'Programming', 'SQL', 'ASP.NET', 'AngularJS', 'VB.Net', 'Java', 'SQL Reporting']",0.04219409282700422,0.0
['Matric'],"[u'Amazitech Computers', u'Andre Roux Computing CC. (Act)', u'Betta Sanitaryware', u'Betta Sanitaryware \tChamdor', u'Moolman Mining - Wonderwater Mine', u'Moolmans', u'Softline Pastel Payroll']","['HR Administrator', 'Maintenance Planner Earthmoving Equipment/Aircraft', 'Any Career in Aviation', 'Maintenance Planner Earthmoving Equipment/Aircraft', 'Any Career in Aviation']","['Seminar Sales Consultant', 'HR Co-Ordinator', 'HR Co-Ordinator', 'HR Administrator', 'Maintenance Planner', 'Data Controller', 'JNR. IT Technician', 'JNR. IT Technician']",1129,"['Training Program Developer', 'Seminar Sales Consultant']","['Letters', 'Budgeting', 'Reports', 'Telephone Skills', 'Administration', 'Personnel Management', 'Contract Management', 'Recruiting', 'Cost Control', 'Computer Sales', 'Accountancy']",0.04641350210970464,0.32
"['Master Of Computer Application', 'Bsc Electronics']","[u'Naval Ship Repair Yard', u'Simsoft']",[],[],983,['Programmer'],"['Vb 6.0', 'Sql Server 7', 'Microsoft Office', 'Flash Mx', 'C,C++', 'Adobe Photoshop 7', 'Java', 'Oracle Pl Sql']",0.03375527426160337,0.0
"['Microsoft Certified Solutions Associate', 'Microsoft Certified Professional', 'ITIL V3 Foundation', 'Certified Secure Computer User', 'B.sc (Hons) Business Information Systems']","[u'Ministry of Safety & Security', u'Tata Consultancy Services']","['Systems Analyst', 'MCSE', 'System Admin', 'System Support', 'System Engineer']",[],319,['Systems Developer'],"['SYSTEM IMPLEMENTATION', 'SYSTEM ANALYSIS', 'SYSTEM ADMINISTRATION', 'SYSTEM SUPPORT', 'SYSTEM DESIGN', 'C# .NET', 'PHP', 'MSCA', 'MYSQL', 'JAVA', 'HTML', 'Database Administration', 'CISCO']",0.05485232067510548,0.0
['12grade'],"[u'CAP Gemini Ernst & Young', u'Elektroesfera Lda.', u'Heatransfer LDA', u'Jmalves C.C. ( Cape Town \u2013 )', u'Link : Inesc Consultadoria.', u'Visualforma LDA']",[],"['Senior Programmer and Consultant', 'Senior Technical Coordinator', 'Company Manager Developer']",594,"['Senior Consultant and Responsible for Hardware Dep', 'Company Manager']","['Programer And Analyst', 'It Consultant', 'Manager', 'Microsoft Dynamics Navision']",0.016877637130801686,0.12
"['Masters in Business Administration', 'BSc (Hon) Management of Technology', 'Practical Project Management', 'Bsc Information Technology']","[u'Department Health & Social Services Mpumalanga', u'Department of Correctional Services', u'Department of Health & Social Services Mpumalanga', u'Eskom Holdings', u'ICTI', u'South African Social Security Agency', u'University of South Africa (UNISA)']","['IT Manager', 'IT Security Manager', 'IT Security Manager']","['Assistant Manager ICT Infrastructure', 'Senior Admin Office Management Information Office', 'IT Technician', 'System Developer']",853,"['Network Security Manager', 'Manager Information Systems Security']","['Ethical Hacking', 'Network Security', 'Information Security', 'Application & Data Security Specialist', 'Cloud Application Administrator', 'Windows 95/98/Nt/2000/Xp, Linux', 'Windows 7', 'Windows 2008 server', 'Java, C/C++, Visual Basic,Prolog', 'Pfma', 'Mysql, Microsoft Sql Server', 'MS Visual Studio 2005, Netbeans IDE', 'Microsoft Visio', 'Microsoft Project', 'Xml, Xslt, Xhtml, Html, Css, Jsp, Javascript, Php', 'Software Engineering', 'Cobit', 'Configuring And Deploying Enterprise Lan Switching', 'Assembler, Vhdl,Microprocessor Programming,Matlab', 'Microsoft Operations Framework', 'Vcx Ip Telephony And Ip Messaging', 'Project Management', 'SOA', 'ITIL']",0.10126582278481011,0.16
"['Lectora Publisher: Advanced', 'Lectora Publisher: Beginner', 'Css, Dhtml, Php, Mysql, Flash, Corel', 'Html, Photoshop, Dreamweaver, Frontpage', 'Vb.Net, Asp.Net, Xml, Sql', 'Life Skills', 'Icdl (International Computers Driving', 'Web Development & Programming', 'Service Technician A+', 'Senior Certificate']","[u'Cyberface', u'Deloitte & Touche', u'Edcon', u'Gijimaast', u'Merloni', u'Self Employed', u'SITA (State Information Technology Agency)']","['Web/Graphic/E-Learning Designer/Developer', 'SABA Lectora Developer']","['Management Programmer', 'Senior Analyst', 'Operational Programmer', 'Intern Web Developer', 'Field Technician', 'Web Design Web Developer']",353,"['Senior Content Developer Designer', 'Owner Managing Director Designer']","['HTML', 'Lector Publisher', 'Web Design', 'E-Learning (Scorm)', 'Adobe Photoshop', 'Adobe Flash', 'Adobe Captivate', 'Javascript', 'Adobe Dreamweaver', 'CSS', 'Wordpress', 'Macromedia Authorware']",0.050632911392405056,0.24
['Matric'],"[u'Conversation LAB', u'First View', u'Nitsak Interactive', u'UKZN Extended Learning']",['Seo and PPC analysis'],['Web Designer'],841,"['Digital Specialist', 'Digital Interface Developer']","['CSS', 'HTML', 'white hat seo', 'AMP', 'PPC', 'Schema Data', 'Google analytics', 'Google Tag Manager', 'JS and Node', 'data analysis', 'reporting', 'conversion analysis']",0.050632911392405056,0.04
"['New Managers Programme', 'Project Management', 'B.Com']","[u'Andersen Consulting NOW Accenture', u'Multichoice', u'Rethink Management Consulting', u'Rotek Engineering', u'Vodacom']","['Business Analyst', 'Business Process Analyst', 'Project Manager', 'Business Process Analyst', 'Project Manager']","['Business Analyst on Eppix Billing System', 'Business Analysis', 'Programmer Developer']",114,"['Business Analyst', 'Senior Consultant']","['Analysis', 'Persuasion', 'Process Modelling', 'Time Manangement', 'UML', 'Presentation', 'Business Specification Writing', 'Communication', 'Investigating', 'Designing', 'Project Management', 'Technical', 'Software Ag Process Mapping', 'Integration And Configuration']",0.0590717299578059,0.12
"['Master Of Fine Arts In Filmmaking', 'Bachelor Of Commerce-Marketing And Business Admin', 'Kenya Certificate Of Secondary Education']","[u'8seconds: Image & Brand Creation', u'8seconds: Image & Brand Development', u'Five Interactive', u'Free-Lance', u'Intrepid Data Systems', u'J. Walter Thompson-Kenya', u'Kenya Televison Network-Baraza', u'Lowe Scanad-Kenya', u'Messiah College.']",[],"['Documentary Producer', 'Professional Television Actress', 'Business Developer', 'Business Developer', 'Account Executive Trainee', 'Office Administrator']",14,"['Account Executive', 'Account Executive']","['Computer Literacy', 'Driving']",0.008438818565400843,0.24
['Bsc Information Science'],"[u'Accenture Consulting', u'Cyberpro', u'Gestetner', u'Gijima AST', u'Leafwireless', u'SITA (State Information Technology)']","['Integration Specialist', 'Integration Consultant', 'Integration Developer', 'Systems Integration Specialist']","['C# .NET Developer', 'C# .NET Developer', 'C# Web Developer']",1081,"['Systems Integration Specialist', 'Systems Integration Specialist']","['SOA', 'Operations Architecture', 'SQL Server', 'C#', 'Technical Architecture', 'Integration Architecture', 'Microsoft BizTalk Expect', '.Net Framework', 'Application Architecture', 'ASP.NET MVC', 'Application Clustering and Virtualization and environment design. Software development lifecycle', 'WCF', 'SharePoint Server', 'Web Infrastructure', 'Microsoft Azure']",0.06329113924050632,0.12
"['Diploma In Java,As/400', 'B.Tech(Computer Science)', 'Post Graduate Diploma In Computer Applications']","[u'ABSA Investment Management Services', u'Bosasa Group of Companies', u'KE Concepts', u'Ornico Media Group', u'Saiit', u'SAN Infomate PVT', u'Sword-Sa.']",[],"['.NET Developer.', 'Application Developer.', 'Senior Programmer', 'SNR Programmer']",262,"['Software Engineer', 'Senior Programmer Specialist Group']","['C#, Vb.Net Both Win And Web Applications', 'Oracle,Sql Server 7.0/Sql Server 2000', 'Html, Javascript And Xml', 'Sql Server 2000 , Oracle 10g And Sql Server 2005', 'Vb/D2k', 'Cobol, Rpg 400, Db/400', 'C, C++']",0.02953586497890295,0.16
"['Oracle Developer', 'Sql Server 2000 Administration Attendance', 'B.Sc Computer Science']","[u'Ahc-Mms', u'Webcon Zambia', u'Zambia Revenue Authority', u'Zesco']",[],"['Software Engineer-Development and Support', 'Website Developer']",1010,"['Senior Analyst Programmer', 'Analyst Programmer-Web Applications']","['Php, Pearl, Asp, Front Page (Html),Vb 6.0,Crystal', 'Oracle Developer ,Powerbuilder', 'Sql Server 2000', 'Visio 2000,Macromedia Mx', 'Oracle Financials']",0.02109704641350211,0.08
['LLB'],"[u'Brandsrock Jigsaw', u'Coca Cola Peninsula Beverages']","['Sales Rep', 'Trade Marketer']",[],13,"['Sales Trainee', 'Project coordinator']","['Microsoft Office', 'Email', 'Team working. ... Loyalty. ... Positivity. ... Creativity. ... Adaptability. ... Tenacity. ...', 'Communication', 'Extrovert', 'Socialite love life']",0.025316455696202528,0.0
"['P.G.D.C.A', 'D.C.A', 'B.Tech(Bachelor Of Engineering)']","[u'Cyber Village', u'HCL', u'Ionize', u'T-Systems']",['SAP BW'],['Production Engineer'],502,"['SAP BW', 'Analyst Programmer']","['Java,J2ee,Oracle,DB2,MYSQ:,MSSQL', 'Weblogic,Websphere,Jboss,Tomcat', 'Sap Bw,Sap Abap,Java,J2ee', 'Integration and Configuration', 'IDOCS ALE BAPI EDI', 'SAP BO,SAP B1', 'SAP BW,SAP ABAP']",0.02953586497890295,0.04
"['Certificate Programme In Business And Management', 'Diploma In Internet Development Specialist', 'Diploma In Computer Science']",[u'Clientele Life'],[],[],989,[],"['Universe/Pick D3 Programmer/Linux Administrator', 'Php/Asp/Html/Javascript', 'Trader Technical And Fundamentals', 'Sql/Mysql/Stored Procedures', 'Business Analyst/Java/Vb/C#/Consultant']",0.02109704641350211,0.0
['National Diploma Information Technology'],[u'3fifteen'],[],[],279,['Developer'],"['Javascript', 'Html', 'Customer Relations', 'Dhtml', 'Goal Setting', 'Internet Information Server', 'Microsoft Certified Database Administrator', 'Microsoft Certified Systems Developer', 'Microsoft Certified Systems Engineer', 'Hiring', 'asp', 'Com+', 'Microsoft Windows 2000', 'Microsoft Sql 7.0']",0.0590717299578059,0.0
